street_number	street_direction	street_name	street_type	unit_type	unit_number	city	state_abbrev	zip
51		Bedford	St.			Hanover Park	IL	60133
51		Birch Hill	Avenue			Buffalo	NY	14215
51		Bishop	Ave.			Shelton	CT	06484
51		Bow Ridge	Ave.			Franklin Square	NY	11010
51		Bow Ridge	Street			Battle Creek	MI	49015
51		Branch	Ave.			Westbury	NY	11590
51		Buttonwood	Dr.			Methuen	MA	01844
51		Campfire	Dr.			Thornton	CO	80241
51		Cedar	Ave.			Winter Park	FL	32792
51		Center	Rd.			Anoka	MN	55303
51		Cherry Hill	Ave.			Marlborough	MA	01752
51		Clark	Rd.			Harrisburg	PA	17109
51		Cleveland	Ave.			Neenah	WI	54956
51		College	St.			Bensalem	PA	19020
51		Colonial	Avenue			Patchogue	NY	11772
51		Country Club	St.			Venice	FL	34293
51		County	Dr.			Vincentown	NJ	08088
51		Courtland	Ave.			East Lansing	MI	48823
51		Courtland	Street			Atwater	CA	95301
51		Crescent	Lane			Glasgow	KY	42141
51		Crescent	St.			Shrewsbury	MA	01545
51		Cypress	Street			Mount Prospect	IL	60056
51		Del Monte	St.			East Hartford	CT	06118
51		Depot	Ave.			Chelmsford	MA	01824
51		Devon	Street			Waterbury	CT	06705
51		Devonshire	Street			Bay Shore	NY	11706
51		East Blue Spring	Road			Milford	MA	01757
51		East Gainsway	St.			Sanford	NC	27330
51		East Kent	Rd.			Desoto	TX	75115
51		East San Pablo	St.			Atlanta	GA	30303
51		Edgemont	Street			Dublin	GA	31021
51		Elizabeth	St.			Murrells Inlet	SC	29576
51		Fieldstone	Lane			Brownsburg	IN	46112
51		Fordham	Drive			Winston Salem	NC	27103
51		Fulton	Drive			Addison	IL	60101
51		Gartner	Ave.			Stafford	VA	22554
51		Gartner	Court			Cherry Hill	NJ	08003
51		Gartner	St.			Missoula	MT	59801
51		Glenholme	Rd.			Manchester	NH	03102
51		Glenridge	Dr.			Wilkes Barre	PA	18702
51		Golden Star 	Dr.			Glendale	AZ	85302
51		Goldfield	Street			Goodlettsville	TN	37072
51		Golf	St.			Southfield	MI	48076
51		Grand	Street			Atlanta	GA	30303
51		Gregory	St.			Ozone Park	NY	11417
51		Heather	Rd.			Marcus Hook	PA	19061
51		Hillcrest	St.			Marietta	GA	30008
51		Homestead	Street			Amsterdam	NY	12010
51		Jennings	Lane			Avon Lake	OH	44012
51		King	Street			Chicago Heights	IL	60411
51		Lafayette 	St.			Fort Myers	FL	33905
51		Lake Forest	Street			Hilliard	OH	43026
51		Lake View	St.			Auburn	NY	13021
51		Laurel	Avenue			North Royalton	OH	44133
51		Laurel	Court			Bel Air	MD	21014
51		Leeton Ridge	St.			Canfield	OH	44406
51		Lincoln	St.			Decatur	GA	30030
51		Linden	Ave.			Owings Mills	MD	21117
51		Lookout	Ave.			Ridgewood	NJ	07450
51		Madison	Avenue			Lake Charles	LA	70605
51		Magnolia	Drive			Mankato	MN	56001
51		Manchester	St.			New Philadelphia	OH	44663
51		Marconi	Court			Fredericksburg	VA	22405
51		Mayfield	Drive			Mentor	OH	44060
51		Myrtle	Rd.			Lake Jackson	TX	77566
51		Myrtle	St.			West Lafayette	IN	47906
51		North Colonial	Rd.			Clayton	NC	27520
51		North Elmwood	Court			Franklin Square	NY	11010
51		North Oakwood	Road			Lumberton	NC	28358
51		Nut Swamp	Drive			Pembroke Pines	FL	33028
51		Oak Valley	Ave.			Lawndale	CA	90260
51		Old Jennings	Lane			Osseo	MN	55311
51		Paris Hill	St.			Ottumwa	IA	52501
51		Peachtree	Ave.			Winder	GA	30680
51		Plumb Branch	St.			Queensbury	NY	12804
51		Primrose	Street			Riverdale	GA	30274
51		Pumpkin Hill	Lane			Pataskala	OH	43062
51		Queen	St.			Athens	GA	30605
51		Richardson	Dr.			Suitland	MD	20746
51		Ridgewood	Drive			Lagrange	GA	30240
51		Roberts	Ave.			Liverpool	NY	13090
51		Rockwell	Street			Saint Petersburg	FL	33702
51		Rose	Ave.			Orange	NJ	07050
51		Rose	St.			Montgomery Village	MD	20886
51		Ryan	St.			Sewell	NJ	08080
51		San Juan	Ave.			Little Falls	NJ	07424
51		San Juan	St.			Webster	NY	14580
51		Santa Clara	Lane			Central Islip	NY	11722
51		School	Drive			Hartford	CT	06106
51		Schoolhouse	Ave.			Rockledge	FL	32955
51		Schoolhouse	Court			Durham	NC	27703
51		Shub Farm	St.			Winston Salem	NC	27103
51		Sleepy Hollow	Street			Christiansburg	VA	24073
51		Somerset	Avenue			Indiana	PA	15701
51		Somerset	Rd.			Whitestone	NY	11357
51		South Colonial	St.			Waldorf	MD	20601
51		South Euclid	St.			Opa Locka	FL	33054
51		South Manor Station	St.			Sumter	SC	29150
51		St Paul	St.			Hollis	NY	11423
51		Stillwater	St.			Cocoa	FL	32927
51		Sunnyslope	St.			Milwaukee	WI	53204
51		Surrey	Rd.			Covington	GA	30014
51		Sussex	St.			Williamsburg	VA	23185
51		Sycamore	Road			Irwin	PA	15642
51		Temple	Ave.			Hialeah	FL	33010
51		Thomas	Dr.			Manahawkin	NJ	08050
51		Thomas	Lane			Doylestown	PA	18901
51		Thomas	St.			Morgantown	WV	26508
51		Thorne	Ave.			Lockport	NY	14094
51		Tower	Lane			Saint Louis	MO	63109
51		University	Street			Gulfport	MS	39503
51		Vine	St.			Riverview	FL	33569
51		Virginia	St.			Chattanooga	TN	37421
51		Virginia	Street			Temple Hills	MD	20748
51		Warren	Drive			Carol Stream	IL	60188
51		West	St.			Anderson	SC	29621
51		West Bay	Rd.			Voorhees	NJ	08043
51		Westport	Ave.			Murfreesboro	TN	37128
51		Wild Rose	Ave.			Nampa	ID	83651
51		Windfall	Ave.			Glastonbury	CT	06033
51		Wrangler	St.			West Fargo	ND	58078
51	E. 	Birch Hill	Drive			Powder Springs	GA	30127
51	E. 	Fremont	Road			Sterling	VA	20164
51	NW. 	Cleveland	Court			Rapid City	SD	57701
51	S. 	High	Drive			Evanston	IL	60201
51	S. 	Market	Dr.			Wilmette	IL	60091
51	S. 	Myers	St.			Henrico	VA	23228
51	S. 	Smith	St.			Greer	SC	29650
51	W. 	Grand	Road			Palm City	FL	34990
51	W. 	Hamilton	Ave.			Davison	MI	48423
51	W. 	Second	Rd.			Elkton	MD	21921
510		Arnold	Ave.			Hummelstown	PA	17036
510		Central	St.			Westbury	NY	11590
510		Creek	Lane			Georgetown	SC	29440
510		Fairground	Ave.			Roseville	MI	48066
510		Fordham	Lane			Fair Lawn	NJ	07410
510		Green Lake	Court			Elgin	IL	60120
510		Hall	Street			Sterling	VA	20164
510		Kingston	Street			Marion	NC	28752
510		Lakewood	St.			Brentwood	NY	11717
510		Marshall	St.			Sanford	NC	27330
510		South Vernon	St.			Niles	MI	49120
510		Tower	Dr.			Wantagh	NY	11793
510	S. 	Newport	Ave.			Adrian	MI	49221
511		Academy	Lane			Parkersburg	WV	26101
511		Border	Rd.			Chevy Chase	MD	20815
511		Church	St.			Astoria	NY	11102
511		Deerfield	St.			Fairburn	GA	30213
511		Dogwood	Road			Harvey	IL	60426
511		Dunbar	Drive			Ithaca	NY	14850
511		Euclid	Drive			Crystal Lake	IL	60014
511		Gartner	Drive			Ellicott City	MD	21042
511		Golden Star 	Road			Waukegan	IL	60085
511		Jennings	St.			Torrance	CA	90505
511		Kingston	Drive			Gibsonia	PA	15044
511		Lakewood	Drive			Alabaster	AL	35007
511		Saxton	Dr.			Fair Lawn	NJ	07410
511		Thorne	Rd.			West Warwick	RI	02893
511		Wakehurst	St.			San Lorenzo	CA	94580
511		Water	Lane			Hollis	NY	11423
511	S. 	Anderson	Avenue			Findlay	OH	45840
512		Acacia	Lane			Mechanicsburg	PA	17050
512		Academy	Street			Marcus Hook	PA	19061
512		Brewery	Court			North Fort Myers	FL	33917
512		Cedar	Street			Austin	MN	55912
512		Constitution	Lane			Ashburn	VA	20147
512		Garfield	Street			Franklin Square	NY	11010
512		Glen Ridge	Drive			Braintree	MA	02184
512		Greenrose	Street			Carlisle	PA	17013
512		High Noon	St.			Newnan	GA	30263
512		Jefferson	Street			Ladson	SC	29456
512		Nichols	Dr.			Mcdonough	GA	30252
512		Plumb Branch	St.			Omaha	NE	68107
512		Ridgeview	Dr.			Dallas	GA	30132
512		Rockaway	Street			Ridgecrest	CA	93555
512		Rockwell	Road			Newport News	VA	23601
512		Sugar	Lane			Fishers	IN	46037
512		Tailwater	Drive			Blacksburg	VA	24060
512	NW. 	Leeton Ridge	Road			Point Pleasant Beach	NJ	08742
512	S. 	Taylor	Ave.			Mount Holly	NJ	08060
512	SW. 	Prince	Dr.			Washington	PA	15301
513		3rd	Court			Mechanicsburg	PA	17050
513		6th	Ave.			Toms River	NJ	08753
513		Bedford	Ave.			Lenoir	NC	28645
513		Bedford	St.			Clover	SC	29710
513		Birch Hill	Dr.			Tacoma	WA	98444
513		Deerfield	Dr.			Mahwah	NJ	07430
513		Griffin	Street			New Windsor	NY	12553
513		Hawthorne	Road			Canfield	OH	44406
513		Lake View	Lane			Carmel	NY	10512
513		Oakwood	Street			Palos Verdes Peninsula	CA	90274
513		Pine	St.			Euless	TX	76039
513		Primrose	Lane			Beachwood	OH	44122
513		Ridgeview	Lane			New Kensington	PA	15068
513		Rockville	St.			Howard Beach	NY	11414
513		Williams	Ave.			Lombard	IL	60148
513	E. 	Bear Hill	Rd.			Bethpage	NY	11714
513	E. 	Bedford	Lane			Pottstown	PA	19464
514		Bedford	St.			Alpharetta	GA	30004
514		Buckingham	Drive			Lafayette	IN	47905
514		Cardinal	Lane			Oak Lawn	IL	60453
514		Devonshire	Dr.			Pittsfield	MA	01201
514		East Coffee	Ave.			Jonesborough	TN	37659
514		Fordham	Lane			Chesterfield	VA	23832
514		Garfield	Street			Fall River	MA	02720
514		Homestead	Rd.			North Royalton	OH	44133
514		Homewood	Ave.			Terre Haute	IN	47802
514		Lantern	Road			Asheville	NC	28803
514		Marlborough	Street			Prior Lake	MN	55372
514		Middle River	Drive			Cantonment	FL	32533
514		Mill	Lane			Uniondale	NY	11553
514		North Academy	Road			Clarksville	TN	37040
514		Oklahoma	St.			Roy	UT	84067
514		Peg Shop	Street 	Unit	H	Fishers	IN	46037
514		Philmont	Street			Stockbridge	GA	30281
514		Richardson	Drive			Norwich	CT	06360
514		Rockaway	St.			Pickerington	OH	43147
514		Rosewood	Street			New Albany	IN	47150
514		San Pablo	St.			Apopka	FL	32703
514		South Bank	Dr.			South Bend	IN	46614
514		Sulphur Springs	Ave.			Grand Haven	MI	49417
514		Wall	St.			Champlin	MN	55316
514	N. 	High Ridge	Drive			York	PA	17402
515		Armstrong	Dr.			Geneva	IL	60134
515		Bear Hill	Dr.			La Crosse	WI	54601
515		Broad	Ave.			Knoxville	TN	37918
515		Coffee	Avenue			Sugar Land	TX	77478
515		East	St.			Norwalk	CT	06851
515		Edgefield	Dr.			Lapeer	MI	48446
515		Foxrun	Street			Lansdale	PA	19446
515		Goldfield	St.			Roslindale	MA	02131
515		Johnson	Court			Ottawa	IL	61350
515		Marshall	St.			Parkersburg	WV	26101
515		Poplar	Court			Delray Beach	FL	33445
515		Ridgewood	Ave.			Attleboro	MA	02703
515		Rockland	Road			Huntley	IL	60142
515		Rockwell	Rd.			Billerica	MA	01821
515		Smith Store	Lane			Wellington	FL	33414
515		South Linda	St.			Downers Grove	IL	60515
515		Spruce	Dr.			Westwood	NJ	07675
515		Wagon	Street			Basking Ridge	NJ	07920
515		Windsor	Rd.			Lorain	OH	44052
515	E. 	Chapel	St.			Centreville	VA	20120
515	E. 	Van Dyke	St.			Oak Forest	IL	60452
516		1st	Lane			Chaska	MN	55318
516		4th	Avenue			Winchester	VA	22601
516		Arcadia	Lane			Garner	NC	27529
516		Circle	Street			Westwood	NJ	07675
516		Edgewater	St.			Bolingbrook	IL	60440
516		Hillside	Ave.			Morrisville	PA	19067
516		Shady	Lane			Nashua	NH	03060
516		Vernon	St.			Altamonte Springs	FL	32714
516		Warren	Drive			Mechanicsville	VA	23111
516		Warren	Rd.			Shelton	CT	06484
516		West Riverside	Rd.			Centereach	NY	11720
516	SW. 	Marshall	Street			Libertyville	IL	60048
516	W. 	Ivy	St.			Passaic	NJ	07055
517		1st	St.			Derby	KS	67037
517		Ashley	Drive			North Brunswick	NJ	08902
517		Bear Hill	St.			Alpharetta	GA	30004
517		Brookside	Ave.			West Lafayette	IN	47906
517		Charles	Court			South Windsor	CT	06074
517		Glendale	St.			New Bedford	MA	02740
517		Gonzales	Street			Streamwood	IL	60107
517		Heritage	St.			Romeoville	IL	60446
517		High Noon	Rd.			Orland Park	IL	60462
517		Jockey Hollow	Lane			Harvey	IL	60426
517		Locust	St.			Bethlehem	PA	18015
517		Oxford	Street			De Pere	WI	54115
517		Pacific	Drive			Natick	MA	01760
517		Peg Shop	Dr.			Calumet City	IL	60409
517		Peninsula	Ave.			Newtown	PA	18940
517		Princess	St.			Winston Salem	NC	27103
517		William	Road			Plainview	NY	11803
517	W. 	Purple Finch	Dr.			Ridgecrest	CA	93555
518		Beacon	Lane			Waterloo	IA	50701
518		Creekside	Ave.			Oakland	CA	94603
518		Durham	Lane			Sun Prairie	WI	53590
518		East Cambridge	Drive			Macon	GA	31204
518		Elm	St.			Salisbury	MD	21801
518		Franklin	Street			Flushing	NY	11354
518		Harrison	Street			Des Moines	IA	50310
518		Harvey	Lane			Cottage Grove	MN	55016
518		Hudson	St.			Summerfield	FL	34491
518		Livingston	St.			Hoffman Estates	IL	60169
518		Marvon	Road			Canton	GA	30114
518		Marvon	St.			Birmingham	AL	35209
518		Morris	Street			Eden Prairie	MN	55347
518		Paris Hill	Rd.			Chippewa Falls	WI	54729
518		Prince	St.			Cordova	TN	38016
518		Rockcrest	Drive			Fairmont	WV	26554
518		South Sulphur Springs	Street			Macungie	PA	18062
518		Summer	Dr.			Defiance	OH	43512
518		Virginia	Drive			Kingston	NY	12401
518		Wellington	Ave.			High Point	NC	27265
518	N. 	Edgefield	St.			Monroeville	PA	15146
518	S. 	Strawberry	Avenue			Bear	DE	19701
518	W. 	Temple	Street			Depew	NY	14043
519		Beech	Street			Ozone Park	NY	11417
519		Blue Spring	St.			Glenside	PA	19038
519		Brickyard	Dr.			Reynoldsburg	OH	43068
519		Brookside	Ave.			Teaneck	NJ	07666
519		Cactus	Rd.			Lake Worth	FL	33460
519		Canal	Lane			Milwaukee	WI	53204
519		Canterbury	Street			La Vergne	TN	37086
519		Dogwood	Street			Dearborn Heights	MI	48127
519		Harvard	St.			Aliquippa	PA	15001
519		Littleton	Drive			Fairfax	VA	22030
519		North Elm	Lane			Fort Lee	NJ	07024
519		Plymouth	Ave.			Euless	TX	76039
519		Sheffield	St.			Temple Hills	MD	20748
519		Shore	St.			Waterford	MI	48329
519		South Lookout	Court			Canandaigua	NY	14424
519		Valley	Drive			Glendale	AZ	85302
519		West Branch	Ave.			Ann Arbor	MI	48103
519		Wilson	Rd.			Ontario	CA	91762
519		Wintergreen	Street			Kingston	NY	12401
519		Woodsman	St.			Fort Myers	FL	33905
519	E. 	Lookout	Avenue			Arvada	CO	80003
51C		Blackburn	Rd.			Clifton Park	NY	12065
52		10th	Lane			Howard Beach	NY	11414
52		2nd	Court			Newton	NJ	07860
52		4th	Ave.			Saint Paul	MN	55104
52		53rd	Ave.			Battle Creek	MI	49015
52		Academy	Street			Augusta	GA	30906
52		Albany	Circle			Colonial Heights	VA	23834
52		Amherst	St.			Centreville	VA	20120
52		Ann	Drive			Tallahassee	FL	32303
52		Aspen	Ave.			Coram	NY	11727
52		Bayberry	Lane			West Deptford	NJ	08096
52		Bayport	Street			Hollywood	FL	33020
52		Beach	Ave.			Manchester Township	NJ	08759
52		Belmont	Court			Olympia	WA	98512
52		Birchpond	Road			East Elmhurst	NY	11369
52		Bishop	St.			Martinsville	VA	24112
52		Bradford	Street			Ormond Beach	FL	32174
52		Brewery	Ave.			Delaware	OH	43015
52		Brook	Rd.			Chelsea	MA	02150
52		Brookside	St.			Troy	NY	12180
52		Buttonwood	Ave.			Saratoga Springs	NY	12866
52		Cactus	Court			Grand Haven	MI	49417
52		Carpenter	Rd.			Dubuque	IA	52001
52		Carriage	Dr.			Shakopee	MN	55379
52		Court	Court			Fairborn	OH	45324
52		Depot	St.			Wisconsin Rapids	WI	54494
52		East Canterbury	Lane			Kennesaw	GA	30144
52		East Lookout	St.			Holland	MI	49423
52		East Paris Hill	Road			Amsterdam	NY	12010
52		East Trenton	St.			Easton	PA	18042
52		Edgefield	Street			Sioux Falls	SD	57103
52		Edgewater	Dr.			Scarsdale	NY	10583
52		Evergreen	Ave.			Duarte	CA	91010
52		Evergreen	St.			La Crosse	WI	54601
52		Fremont	Ave.			Bangor	ME	04401
52		Fremont	Dr.			Ephrata	PA	17522
52		George	Rd.			Watertown	MA	02472
52		Glen Ridge	Avenue			Long Beach	NY	11561
52		Glendale	St.			Harleysville	PA	19438
52		Glenwood	St.			Canandaigua	NY	14424
52		Golden Star 	St.			Chicago	IL	60621
52		Griffin	St.			Pompano Beach	FL	33060
52		Halifax	St.			Melrose	MA	02176
52		Harrison	Lane			Toledo	OH	43612
52		Heather	St.			Chelsea	MA	02150
52		Hillside	Court			Forest Hills	NY	11375
52		Joy Ridge	Ave.			Oshkosh	WI	54901
52		Kingston	Street			Helotes	TX	78023
52		Lake Forest	Dr.			Garfield	NJ	07026
52		Littleton	Dr.			Boynton Beach	FL	33435
52		Manor	Lane			Roanoke Rapids	NC	27870
52		Marvon	Ave.			Muskegon	MI	49441
52		Meadow	St.			Revere	MA	02151
52		Meadowbrook	Lane			Utica	NY	13501
52		Mechanic	Court			Lorain	OH	44052
52		Miles	Lane			Cornelius	NC	28031
52		Mill	Rd.			Beachwood	OH	44122
52		Myrtle	Ave.			Honolulu	HI	96815
52		Newbridge	St.			Bemidji	MN	56601
52		North Acacia	Ave.			Land O Lakes	FL	34639
52		North Devon	Street			Lake In The Hills	IL	60156
52		North Ohio	Dr.			Eastlake	OH	44095
52		North San Juan	Road			Pittsburgh	PA	15206
52		North Woodland	Ave.			Hackensack	NJ	07601
52		Old Old York	Lane			Marion	NC	28752
52		Pearl	Rd.			Powder Springs	GA	30127
52		Pendergast	Street			Chambersburg	PA	17201
52		Pendergast	Street			Ravenna	OH	44266
52		Pennington	Dr.			Concord	NH	03301
52		Queen	Dr.			Allentown	PA	18102
52		Railroad	St.			Utica	NY	13501
52		River	St.			North Haven	CT	06473
52		Riverside	Drive			Circle Pines	MN	55014
52		Riverview	Ave.			Astoria	NY	11102
52		Roberts	St.			Tuscaloosa	AL	35405
52		Rockaway	Avenue			North Haven	CT	06473
52		Sage	Ave.			Fernandina Beach	FL	32034
52		San Juan	St.			Mebane	NC	27302
52		Schoolhouse	St.			Midlothian	VA	23112
52		Shirley	Road			Eden Prairie	MN	55347
52		Smith Store	Rd.			Grand Island	NE	68801
52		Smith Store	Street			Hudson	NH	03051
52		South Creekside	Street			Little Rock	AR	72209
52		Stillwater	Ave.			Basking Ridge	NJ	07920
52		Sugar	Ave.			Streamwood	IL	60107
52		Sunset	Drive			Venice	FL	34293
52		Surrey	St.			Ottawa	IL	61350
52		Swanson	Road			Dearborn	MI	48124
52		Tailwater	St.			Mays Landing	NJ	08330
52		Valley	St.			Ada	OK	74820
52		Virginia	Road			Freehold	NJ	07728
52		Wakehurst	St.			Tuckerton	NJ	08087
52		Wall	Street			Fort Lauderdale	FL	33308
52		Warren	Street			Clemmons	NC	27012
52		West Birch Hill	Street			Starkville	MS	39759
52		Westport	Dr.			Michigan City	IN	46360
52		William	Drive			Billerica	MA	01821
52		Windsor	St.			Fort Wayne	IN	46804
52		Wintergreen	Dr.			Montgomery Village	MD	20886
52		Woodsman	Street			Erie	PA	16506
52	E. 	Big Rock Cove	Lane			Kent	OH	44240
52	E. 	Pine	Street			Palatine	IL	60067
52	N. 	Glenridge	Ave.			Attleboro	MA	02703
52	N. 	Rockcrest	Drive			Hastings	MN	55033
52	S. 	Bayport	Street			Glenside	PA	19038
52	SE. 	Nichols	St.			Portsmouth	VA	23703
52	SW. 	Myrtle	Ave.			Cheshire	CT	06410
52	W. 	Arrowhead	Avenue			Webster	NY	14580
52	W. 	Thatcher	Drive			Canton	GA	30114
520		8th	St.			Collierville	TN	38017
520		Birchwood	Street			Newington	CT	06111
520		Birchwood	Street			Temple Hills	MD	20748
520		Blue Spring	Rd.			Endicott	NY	13760
520		Cambridge	Circle			Anaheim	CA	92806
520		East Bear Hill	Drive			Ormond Beach	FL	32174
520		Forest	St.			Freehold	NJ	07728
520		Helen	Street			Chippewa Falls	WI	54729
520		Main	St.			Morganton	NC	28655
520		Myers	St.			Upper Darby	PA	19082
520		North Goldfield	Dr.			Mishawaka	IN	46544
520		Oakland	Ave.			South Lyon	MI	48178
520		Peachtree	Dr.			Hanover	PA	17331
520		Ridge	Ave.			Fairhope	AL	36532
520		Ridge	Avenue			Fair Lawn	NJ	07410
520		Riverside	Dr.			Plymouth	MA	02360
520		Roehampton	Lane			Port Washington	NY	11050
520		Summit	Ave.			Aliquippa	PA	15001
520		Sutor	Ave.			Oak Forest	IL	60452
520		Tanglewood	Drive			Chevy Chase	MD	20815
520		University	St.			Harleysville	PA	19438
520		West 53rd	Ave.			Portsmouth	VA	23703
520	S. 	Canal	Street			Toledo	OH	43612
521		Bay Meadows	Drive			West Babylon	NY	11704
521		Harvard	Lane			Nicholasville	KY	40356
521		Howard	Dr.			Branford	CT	06405
521		Oak Valley	Lane			New Castle	PA	16101
521		Ocean	Lane			Villa Rica	GA	30180
521		Overlook	Ave.			Shepherdsville	KY	40165
521		Penn	Ave.			Princeton	NJ	08540
521		Plymouth	Court			Geneva	IL	60134
521	SE. 	Johnson	St.			Torrance	CA	90505
521	W. 	Water	St.			Mechanicsburg	PA	17050
522		Airport	Lane			Muscatine	IA	52761
522		Annadale	St.			Ottawa	IL	61350
522		Blue Spring	St.			Portage	IN	46368
522		Brook	Ave.			Merrimack	NH	03054
522		Carriage	Court			Fall River	MA	02720
522		Clinton	St.			Delaware	OH	43015
522		East Walnutwood	Lane			Clinton Township	MI	48035
522		Front	Street			Orchard Park	NY	14127
522		Garden	St.			Charleston	SC	29406
522		Gartner	St.			San Pablo	CA	94806
522		Gates	St.			Valparaiso	IN	46383
522		Glenwood	St.			Roanoke Rapids	NC	27870
522		High Point	Street			Kalamazoo	MI	49009
522		Lafayette 	Court			Monroeville	PA	15146
522		Meadow	Drive			Lawndale	CA	90260
522		North Bow Ridge	St.			Cottage Grove	MN	55016
522		North Devonshire	St.			Parsippany	NJ	07054
522		North Windsor	Rd.			Horn Lake	MS	38637
522		Rockaway	St.			Anchorage	AK	99504
522		South Arrowhead	Drive			Waxhaw	NC	28173
522		Taylor	Lane			Morrisville	PA	19067
522		Wagon	Drive			Waldorf	MD	20601
522		Wrangler	Street			Fort Dodge	IA	50501
523		Adams	Ave.			Sylvania	OH	43560
523		Ann	St.			Ormond Beach	FL	32174
523		Arcadia	Lane			Wenatchee	WA	98801
523		Bishop	Road			Copperas Cove	TX	76522
523		Broad	Street			Stamford	CT	06902
523		Deerfield	St.			Floral Park	NY	11001
523		Elmwood	Street			Gaithersburg	MD	20877
523		Lakeshore	St.			Lynn	MA	01902
523		Miles	Circle			Williamsburg	VA	23185
523		New Saddle	Street			Los Angeles	CA	90008
523		Oakwood	Drive			Cookeville	TN	38501
523		Peachtree	Circle			Rolling Meadows	IL	60008
523		Purple Finch	Ave.			Royersford	PA	19468
523		Ridgewood	St.			Palatine	IL	60067
523		West Cherry Hill	Ave.			Kenosha	WI	53140
523		West Highland	Lane			Oak Creek	WI	53154
523	W. 	Elm	Street			Mountain View	CA	94043
523B		Colonial	Road			Cranston	RI	02920
524		Arcadia	Ave.			Ellenwood	GA	30294
524		Dunbar	St.			Cartersville	GA	30120
524		East College	Rd.			Dickson	TN	37055
524		Gartner	Road			Palmetto	FL	34221
524		Hill Field	Street			Ridgecrest	CA	93555
524		Hilltop	Drive			Bloomington	IN	47401
524		Howard	Drive			Roanoke Rapids	NC	27870
524		Jones	Ave.			Billerica	MA	01821
524		Lake View	St.			Clementon	NJ	08021
524		Lawrence	Street			Williamstown	NJ	08094
524		Manhattan	Street			Mokena	IL	60448
524		Myrtle	Ave.			Kansas City	MO	64151
524		North Fawn	Dr.			Bridgeport	CT	06606
524		North Foster	St.			Hamilton	OH	45011
524		South Ohio	Ave.			Vineland	NJ	08360
524		Victoria	St.			Summerfield	FL	34491
524		Wayne	Rd.			Parkersburg	WV	26101
524		Wilson	Lane			Davison	MI	48423
524	E. 	Edgewater	Avenue			Los Banos	CA	93635
524	S. 	Carriage	Dr.			Bayonne	NJ	07002
525		Green	Road			New Kensington	PA	15068
525		Hillside	St.			Nazareth	PA	18064
525		Johnson	St.			San Carlos	CA	94070
525		Marshall	St.			Duluth	GA	30096
525		New Saddle	St.			San Antonio	TX	78213
525		North Buckingham	Dr.			La Vergne	TN	37086
525		North Kirkland	Rd.			Palm Bay	FL	32907
525		North Union	Ave.			North Olmsted	OH	44070
525		Plymouth	Ave.			Bloomfield	NJ	07003
525		Rose	Dr.			Buford	GA	30518
525		Silver Spear	Drive			Solon	OH	44139
525		South Annadale	Dr.			Smithtown	NY	11787
525		Stonybrook	Lane			Brookfield	WI	53045
